OFF LINE PLANT FLAG,OFF_LN_PLNT_FLG,,X,,,,,
COUNTRY NAME,CNTRY_NM,,X,,,,,
ALLOWED SITE NUMBER,ALLWD_ST_NMBR,,X,,,,,
PRODUCTION SHARING CODE,PRDCTN_SHRNG_CD,,X,,,,,
COMMENT TEXT,CMMNT_TXT,,X,,,,,
MANAGEMENT COMMITTEE NAME,MNGMNT_CMMTT_NM,,X,,,,,
DATA SOURCE CREATE DATETIME,DT_SRC_CRT_DTTM,,X,,,,,
DATA SOURCE UPDATE DATETIME,DT_SRC_UPDT_DTTM,,X,,,,,
ERROR MESSAGE ID,ERRR_MSSG_ID,,X,,,,,
ERROR CLASS,ERRR_CLSS,,X,,,,,
ERROR MESSAGE TEXT,ERRR_MSSG_TXT,,X,,,,,
ERROR ID,ERRR_ID,,X,,,,,
JOB ID,JB_ID,,X,,,,,
ERROR TABLE NAME,ERRR_TBL_NM,,X,,,,,
ERROR RECORD KEYS TEXT,ERRR_RCRD_KYS_TXT,,X,,,,,
ERROR DETAIL ID,ERRR_DTL_ID,,X,,,,,
ERROR COLUMN NAME,ERRR_CLMN_NM,,X,,,,,
ERROR COLUMN VALUE TEXT,ERRR_CLMN_VL_TXT,,X,,,,,
MAIL ADDRESS ID,ML_ADDRSS_ID,,X,,,,,
TO ADDRESS TEXT,TO_ADDRSS_TXT,,X,,,,,
CC ADDRESS TEXT,CC_ADDRSS_TXT,,X,,,,,
MAIL SUBJECT TEXT,ML_SBJCT_TXT,,X,,,,,
MAIL MESSAGE TEXT,ML_MSSG_TXT,,X,,,,,
LAST UPDATE DATETIME,LST_UPDT_DTTM,,X,,,,,
VIN CODE,VN_CD,,X,,,,,
VIN CODE STAMPING CODE,VN_CD_STMPNG_CD,,X,,,,,
VIN CODE CHASSIS NO,VN_CD_CHSSS_NO,,X,,,,,
VIN CODE STOP MARK,VN_CD_STP_MRK,,X,,,,,
END ITEM CODE,END_ITM_CD,,X,,,,,
END ITEM CODE MODEL CODE,END_ITM_CD_MDL_CD,,X,,,,,
END ITEM CODE BASIC MODEL CODE,END_ITM_CD_BSC_MDL_CD,,X,,,,,
END ITEM CODE CLASS FIRST 3 DIGITS,END_ITM_CD_CLSS_FRST_3_DGTS,,X,,,,,
END ITEM CODE OPTION CODE,END_ITM_CD_OPTN_CD,,X,,,,,
EXTERIOR COLOR CODE,EXTRR_CLR_CD,,X,,,,,
INTERIOR COLOR CODE,INTRR_CLR_CD,,X,,,,,
PRODUCTION FAMILY CODE,PRDCTN_FMLY_CD,,X,,,,,
DESIGN FAMILY CODE,DSGN_FMLY_CD,,X,,,,,
DESIGN APPLIED MODEL NO,DSGN_APPLD_MDL_NO,,X,,,,,
APPLIED MODEL SUB CODE,APPLD_MDL_SB_CD,,X,,,,,
APPLIED MODEL POSITION NO,APPLD_MDL_PSTN_NO,,X,,,,,
EX NO,EX_NO,,X,,,,,
CCR NO,CCR_NO,,X,,,,,
OFF LINE DATE,OFF_LN_DT,,X,,,,,
FINAL OK DATE,FNL_OK_DT,,X,,,,,
SHIPPING DATE,SHPPNG_DT,,X,,,,,
DEALER CODE,DLR_CD,,X,,,,,
BUYER CODE,BYR_CD,,X,,,,,
INVOICE NO,INVC_NO,,X,,,,,
WARRANTY START DATE,WRRNTY_STRT_DT,,X,,,,,
ENGINE TYPE CODE,ENGN_TYP_CD,,X,,,,,
ENGINE NO,ENGN_NO,,X,,,,,
CONTRACT MODEL CODE,CNTRCT_MDL_CD,,X,,,,,
BASIC MODEL SERIES CODE,BSC_MDL_SRS_CD,,X,,,,,
FUNCTION CODE,FNCTN_CD,,X,,,,,
VARIANT NO,VRNT_NO,,X,,,,,
SOLUTION CODE,SLTN_CD,,X,,,,,
SOLUTION ITEM NO,SLTN_ITM_NO,,X,,,,,
COMPETING ITEM CODE,CMPTNG_ITM_CD,,X,,,,,
APPLICATION VARIANT CODE,APPLCTN_VRNT_CD,,X,,,,,
DESIGN NOTE NO,DSGN_NT_NO,,X,,,,,
SPEC NOTICE NO,SPC_NTC_NO,,X,,,,,
PART NO,PRT_NO,,X,,,,,
DESIGN APPLIED MODEL CODE,DSGN_APPLD_MDL_CD,,X,,,,,
APPLIED MODEL CODE,APPLD_MDL_CD,,X,,,,,
SPEC CODE,SPC_CD,,X,,,,,
OBJECT CODE,OBJCT_CD,,X,,,,,
CRITERIA NO,CRTR_NO,,X,,,,,
CRITERIA MNEMONIC NAME,CRTR_MNMNC_NM,,X,,,,,
MAKE OR BUY CLASS,MK_OR_BY_CLSS,,X,,,,,
CLAIM NO,CLM_NO,,X,,,,,
WARRANTY CLASS,WRRNTY_CLSS,,X,,,,,
OPERATION CODE,OPRTN_CD,,X,,,,,
PRIMARY FAILED PART CODE,PRMRY_FLD_PRT_CD,,X,,,,,
TERRITORY CODE,TRRTRY_CD,,X,,,,,
BODY TYPE CODE,BDY_TYP_CD,,X,,,,,
CAR LIFE PRODUCT CODE,CR_LF_PRDCT_CD,,X,,,,,
SHOP CODE,SHP_CD,,X,,,,,
CLASSIFICATION CLASS NO,CLSSFCTN_CLSS_NO,,X,,,,,
PRODUCT TYPE DESIGNATED NO,PRDCT_TYP_DSGNTD_NO,,X,,,,,
SEGMENT BRAND NAME,SGMNT_BRND_NM,,X,,,,,
SEGMENT CLASS CODE,SGMNT_CLSS_CD,,X,,,,,
SEGMENT SHAPE CODE,SGMNT_SHP_CD,,X,,,,,
SYSTEM TRANSACTION DATETIME,SYSTM_TRNSCTN_DTTM,,X,,,,,
INGESTION DATETIME,INGSTN_DTTM,,X,,,,,
VEHICLE MASTER,M_VHCL,,X,,,,,
END ITEM UNIT TYPE MASTER,M_END_ITM_UNT_TYP,,X,,,,,
UNIT TYPE SETTING MASTER,M_UNT_TYP_STTNG,,X,,,,,
TRANSMISSION CLASS MASTER,M_TRNSMSSN_CLSS,,X,,,,,
DRIVE SYSTEM CLASS MASTER,M_DRV_SYSTM_CLSS,,X,,,,,
WARRANTY MODEL SERIES CLASS MASTER,M_WRRNTY_MDL_SRS_CLSS,,X,,,,,
PRODUCTION FAMILY CODE MASTER,M_PRDCTN_FMLY_CD,,X,,,,,
TEMP BASIC MODEL CONVERSION MASTER,M_TMP_BSC_MDL_CNVRSN,,X,,,,,
EXCLUDE BASIC MODEL MASTER,M_EXCLD_BSC_MDL,,X,,,,,
BRAND CODE MASTER,M_BRND_CD,,X,,,,,
VEHICLE HISTORY WORK,W_VHCL_HSTRY,,X,,,,,
GLOBAL MODEL MASTER,M_GLBL_MDL,,X,,,,,
LOCAL MODEL MASTER,M_LCL_MDL,,X,,,,,
VHMM MENU AUTHORITY MASTER,M_VHMM_MN_ATHRTY,,X,,,,,
VHMM TABLE DEFINITION MASTER,M_VHMM_TBL_DFNTN,,X,,,,,
VHMM TABLE CATEGORY MASTER,M_VHMM_TBL_CTGRY,,X,,,,,
VHMM MASTER UPLOAD PROGRESS TRANSACTION,T_VHMM_MSTR_UPLD_PRGRSS,,X,,,,,
VHMM CHECK RESULT TRANSACTION,T_VHMM_CHCK_RSLT,,X,,,,,
VHMM CHECK DEFINITION MASTER,M_VHMM_CHCK_DFNTN,,X,,,,,
VHMM MESSAGE DEFINITION MASTER,M_VHMM_MSSG_DFNTN,,X,,,,,
VHMM CHECK CATEGORY MASTER,M_VHMM_CHCK_CTGRY,,X,,,,,
VHMM SECURITY MASTER,M_VHMM_SCRTY,,X,,,,,
VHMM TABLE LINE HEAD MASTER,M_VHMM_TBL_LN_HD,,X,,,,,
VHMM TABLE WIDTH MASTER,M_VHMM_TBL_WDTH,,X,,,,,
VHMM ERROR MESSAGE MASTER,M_VHMM_ERRR_MSSG,,X,,,,,
VHMM INFORMATION MASTER,M_VHMM_INFRMTN,,X,,,,,
VHMM SYSTEM PROPERTY MASTER,M_VHMM_SYSTM_PRPRTY,,X,,,,,
VHMM LABEL MASTER,M_VHMM_LBL,,X,,,,,
VHMM DATA UPLOAD PROGRESS TRANSACTION,T_VHMM_DT_UPLD_PRGRSS,,X,,,,,
VHMM WARRANTY OUT COLUMN MASTER,M_VHMM_WRRNTY_OT_CLMN,,X,,,,,
VHMM VEHICLE HISTORY OUT COLUMN MASTER,M_VHMM_VHCL_HSTRY_OT_CLMN,,X,,,,,
VEHICLE MASTER SK,VHCL_MSTR_SK,,X,,,,,
MODEL YEAR CODE,MDL_YR_CD,,X,,,,,
BRAND CODE,BRND_CD,,X,,,,,
END ITEM UNIT TYPE MASTER SK,END_ITM_UNT_TYP_MSTR_SK,,X,,,,,
TRANSMISSION TYPE CODE,TRNSMSSN_TYP_CD,,X,,,,,
STEERING TYPE CODE,STRNG_TYP_CD,,X,,,,,
TRANSFER TYPE CODE,TRNSFR_TYP_CD,,X,,,,,
FRONT DIFFERENTIAL TYPE CODE,FRNT_DFFRNTL_TYP_CD,,X,,,,,
REAR DIFFERENTIAL TYPE CODE,RR_DFFRNTL_TYP_CD,,X,,,,,
FRONT BRAKE TYPE CODE,FRNT_BRK_TYP_CD,,X,,,,,
REAR BRAKE TYPE CODE,RR_BRK_TYP_CD,,X,,,,,
SIS CLASS,SS_CLSS,,X,,,,,
WARRANTY MODEL SERIES CODE,WRRNTY_MDL_SRS_CD,,X,,,,,
WARRANTY MODEL SERIES NAME,WRRNTY_MDL_SRS_NM,,X,,,,,
VEHICLE CLASS,VHCL_CLSS,,X,,,,,
FF FR CLASS,FF_FR_CLSS,,X,,,,,
DRIVE SYSTEM CLASS,DRV_SYSTM_CLSS,,X,,,,,
TRANSMISSION CLASS,TRNSMSSN_CLSS,,X,,,,,
UNIT TYPE SETTING MASTER SK,UNT_TYP_STTNG_MSTR_SK,,X,,,,,
TRANSMISSION CLASS MASTER SK,TRNSMSSN_CLSS_MSTR_SK,,X,,,,,
END ITEM CODE MODEL CODE 1ST DIGIT,END_ITM_CD_MDL_CD_1ST_DGT,,X,,,,,
END ITEM CODE MODEL CODE 2ND DIGIT,END_ITM_CD_MDL_CD_2ND_DGT,,X,,,,,
END ITEM CODE MODEL CODE 3RD DIGIT,END_ITM_CD_MDL_CD_3RD_DGT,,X,,,,,
END ITEM CODE MODEL CODE 4TH DIGIT,END_ITM_CD_MDL_CD_4TH_DGT,,X,,,,,
END ITEM CODE MODEL CODE 5TH DIGIT,END_ITM_CD_MDL_CD_5TH_DGT,,X,,,,,
END ITEM CODE MODEL CODE 6TH DIGIT,END_ITM_CD_MDL_CD_6TH_DGT,,X,,,,,
END ITEM CODE MODEL CODE 7TH DIGIT,END_ITM_CD_MDL_CD_7TH_DGT,,X,,,,,
END ITEM CODE CLASS CODE 1ST DIGIT,END_ITM_CD_CLSS_CD_1ST_DGT,,X,,,,,
END ITEM CODE CLASS CODE 2ND DIGIT,END_ITM_CD_CLSS_CD_2ND_DGT,,X,,,,,
END ITEM CODE CLASS CODE 3RD DIGIT,END_ITM_CD_CLSS_CD_3RD_DGT,,X,,,,,
END ITEM CODE CLASS CODE 4TH DIGIT,END_ITM_CD_CLSS_CD_4TH_DGT,,X,,,,,
END ITEM CODE CLASS CODE 5TH DIGIT,END_ITM_CD_CLSS_CD_5TH_DGT,,X,,,,,
END ITEM CODE CLASS CODE 6TH DIGIT,END_ITM_CD_CLSS_CD_6TH_DGT,,X,,,,,
END ITEM CODE CLASS CODE 7TH DIGIT,END_ITM_CD_CLSS_CD_7TH_DGT,,X,,,,,
END ITEM CODE CLASS CODE 8TH DIGIT,END_ITM_CD_CLSS_CD_8TH_DGT,,X,,,,,
END ITEM CODE CLASS CODE NO CONDITION DIGITS,END_ITM_CD_CLSS_CD_NO_CNDTN_DGTS,,X,,,,,
DRIVE SYSTEM CLASS MASTER SK,DRV_SYSTM_CLSS_MSTR_SK,,X,,,,,
WARRANTY MODEL SERIES CLASS MASTER SK,WRRNTY_MDL_SRS_CLSS_MSTR_SK,,X,,,,,
WARRANTY MODEL SERIES EN NAME,WRRNTY_MDL_SRS_EN_NM,,X,,,,,
WARRANTY MODEL SERIES NA NAME,WRRNTY_MDL_SRS_NA_NM,,X,,,,,
WARRANTY MODEL SERIES EU NAME,WRRNTY_MDL_SRS_EU_NM,,X,,,,,
WARRANTY MODEL SERIES GN NAME,WRRNTY_MDL_SRS_GN_NM,,X,,,,,
PRODUCTION FAMILY CODE MASTER SK,PRDCTN_FMLY_CD_MSTR_SK,,X,,,,,
TEMP BASIC MODEL CONVERSION MASTER SK,TMP_BSC_MDL_CNVRSN_MSTR_SK,,X,,,,,
PRODUCTION FAMILY CODE BEFORE CODE,PRDCTN_FMLY_CD_BFR_CD,,X,,,,,
END ITEM CODE BASIC MODEL CODE AFTER CODE,END_ITM_CD_BSC_MDL_CD_AFTR_CD,,X,,,,,
EXCLUDE BASIC MODEL CODE,EXCLD_BSC_MDL_CD,,X,,,,,
BRAND CODE MASTER SK,BRND_CD_MSTR_SK,,X,,,,,
SEQUENCE NO,SQNC_NO,,X,,,,,
PROCESS CLASS,PRCSS_CLSS,,X,,,,,
PROCESS STATUS CODE,PRCSS_STTS_CD,,X,,,,,
PRODUCTION SUITABLE YEAR MONTH,PRDCTN_STBL_YR_MNTH,,X,,,,,
PORT NAME,PRT_NM,,X,,,,,
VESSEL NAME,VSSL_NM,,X,,,,,
STATE CODE,STT_CD,,X,,,,,
REGISTRATION DATE,RGSTRTN_DT,,X,,,,,
RETAIL SALES DATE,RTL_SLS_DT,,X,,,,,
RETAIL SUITABLE YEAR MONTH,RTL_STBL_YR_MNTH,,X,,,,,
DISTRIBUTE WHOLESALE DATE,DSTRBT_WHLSL_DT,,X,,,,,
DEALER WHOLESALE DATE,DLR_WHLSL_DT,,X,,,,,
DEALER ARRIVAL DATE,DLR_ARRVL_DT,,X,,,,,
ABOLITION DATE,ABLTN_DT,,X,,,,,
DOMESTIC DEALER REGISTER CODE,DMSTC_DLR_RGSTR_CD,,X,,,,,
REGISTRATION NO,RGSTRTN_NO,,X,,,,,
DELIVER CLASS,DLVR_CLSS,,X,,,,,
FLEET FLAG,FLT_FLG,,X,,,,,
ENGINE PLANT CODE,ENGN_PLNT_CD,,X,,,,,
ENGINE PRODUCTION YEAR MONTH,ENGN_PRDCTN_YR_MNTH,,X,,,,,
TRANSMISSION PLANT CODE,TRNSMSSN_PLNT_CD,,X,,,,,
TRANSMISSION NO,TRNSMSSN_NO,,X,,,,,
TRANSMISSION PRODUCTION YEAR MONTH,TRNSMSSN_PRDCTN_YR_MNTH,,X,,,,,
NON REGISTER RETAIL DATE,NN_RGSTR_RTL_DT,,X,,,,,
TRANSFERRED DATE,TRNSFRRD_DT,,X,,,,,
DOMESTIC DEALER TRANSFER CODE,DMSTC_DLR_TRNSFR_CD,,X,,,,,
EV FLAG,EV_FLG,,X,,,,,
GLOBAL MODEL NAME,GLBL_MDL_NM,,X,,,,,
LOCAL MODEL NAME,LCL_MDL_NM,,X,,,,,
USER ID,USR_ID,,X,,,,,
ADMIN FLAG,ADMN_FLG,,X,,,,,
AUTH01 FLAG,ATH01_FLG,,X,,,,,
AUTH02 FLAG,ATH02_FLG,,X,,,,,
AUTH03 FLAG,ATH03_FLG,,X,,,,,
AUTH04 FLAG,ATH04_FLG,,X,,,,,
AUTH05 FLAG,ATH05_FLG,,X,,,,,
AUTH06 FLAG,ATH06_FLG,,X,,,,,
AUTH07 FLAG,ATH07_FLG,,X,,,,,
AUTH08 FLAG,ATH08_FLG,,X,,,,,
AUTH09 FLAG,ATH09_FLG,,X,,,,,
AUTH10 FLAG,ATH10_FLG,,X,,,,,
AUTH11 FLAG,ATH11_FLG,,X,,,,,
AUTH12 FLAG,ATH12_FLG,,X,,,,,
AUTH13 FLAG,ATH13_FLG,,X,,,,,
AUTH14 FLAG,ATH14_FLG,,X,,,,,
AUTH15 FLAG,ATH15_FLG,,X,,,,,
AUTH16 FLAG,ATH16_FLG,,X,,,,,
AUTH17 FLAG,ATH17_FLG,,X,,,,,
AUTH18 FLAG,ATH18_FLG,,X,,,,,
AUTH19 FLAG,ATH19_FLG,,X,,,,,
AUTH20 FLAG,ATH20_FLG,,X,,,,,
AUTH21 FLAG,ATH21_FLG,,X,,,,,
AUTH22 FLAG,ATH22_FLG,,X,,,,,
AUTH23 FLAG,ATH23_FLG,,X,,,,,
AUTH24 FLAG,ATH24_FLG,,X,,,,,
AUTH25 FLAG,ATH25_FLG,,X,,,,,
AUTH26 FLAG,ATH26_FLG,,X,,,,,
AUTH27 FLAG,ATH27_FLG,,X,,,,,
AUTH28 FLAG,ATH28_FLG,,X,,,,,
AUTH29 FLAG,ATH29_FLG,,X,,,,,
AUTH30 FLAG,ATH30_FLG,,X,,,,,
AUTH31 FLAG,ATH31_FLG,,X,,,,,
AUTH32 FLAG,ATH32_FLG,,X,,,,,
AUTH33 FLAG,ATH33_FLG,,X,,,,,
AUTH34 FLAG,ATH34_FLG,,X,,,,,
AUTH35 FLAG,ATH35_FLG,,X,,,,,
AUTH36 FLAG,ATH36_FLG,,X,,,,,
AUTH37 FLAG,ATH37_FLG,,X,,,,,
AUTH38 FLAG,ATH38_FLG,,X,,,,,
AUTH39 FLAG,ATH39_FLG,,X,,,,,
AUTH40 FLAG,ATH40_FLG,,X,,,,,
AUTH41 FLAG,ATH41_FLG,,X,,,,,
AUTH42 FLAG,ATH42_FLG,,X,,,,,
AUTH43 FLAG,ATH43_FLG,,X,,,,,
AUTH44 FLAG,ATH44_FLG,,X,,,,,
AUTH45 FLAG,ATH45_FLG,,X,,,,,
AUTH46 FLAG,ATH46_FLG,,X,,,,,
AUTH47 FLAG,ATH47_FLG,,X,,,,,
AUTH48 FLAG,ATH48_FLG,,X,,,,,
AUTH49 FLAG,ATH49_FLG,,X,,,,,
AUTH50 FLAG,ATH50_FLG,,X,,,,,
TABLE ID,TBL_ID,,X,,,,,
TABLE NAME,TBL_NM,,X,,,,,
CATEGORY ID,CTGRY_ID,,X,,,,,
CLASSIFICATION CODE,CLSSFCTN_CD,,X,,,,,
TABLE CREATE USER ID,TBL_CRT_USR_ID,,X,,,,,
TABLE CREATE USER NAME,TBL_CRT_USR_NM,,X,,,,,
TABLE CREATE DATETIME,TBL_CRT_DTTM,,X,,,,,
TABLE UPDATE USER ID,TBL_UPDT_USR_ID,,X,,,,,
TABLE UPDATE USER NAME,TBL_UPDT_USR_NM,,X,,,,,
TABLE UPDATE DATETIME,TBL_UPDT_DTTM,,X,,,,,
TABLE FULL NAME,TBL_FLL_NM,,X,,,,,
LOAD TABLE NAME,LD_TBL_NM,,X,,,,,
WORK TABLE NAME,WRK_TBL_NM,,X,,,,,
WORK IN TEXT,WRK_IN_TXT,,X,,,,,
UPDATE FLAG,UPDT_FLG,,X,,,,,
UPDATE USER NAME,UPDT_USR_NM,,X,,,,,
UPDATE TERM NAME,UPDT_TRM_NM,,X,,,,,
UPDATE RECV DATE,UPDT_RCV_DT,,X,,,,,
ORDER BY TEXT,ORDR_BY_TXT,,X,,,,,
CATEGORY NAME,CTGRY_NM,,X,,,,,
CREATE USER NAME,CRT_USR_NM,,X,,,,,
SEQ ID,SQ_ID,,X,,,,,
UPLOAD USER ID,UPLD_USR_ID,,X,,,,,
UPLOAD USER NAME,UPLD_USR_NM,,X,,,,,
UPLOAD DATETIME,UPLD_DTTM,,X,,,,,
COMPLETE USER ID,CMPLT_USR_ID,,X,,,,,
COMPLETE USER NAME,CMPLT_USR_NM,,X,,,,,
COMPLETE DATETIME,CMPLT_DTTM,,X,,,,,
PARAMETER TEXT,PRMTR_TXT,,X,,,,,
STATUS CODE,STTS_CD,,X,,,,,
RESULT CODE,RSLT_CD,,X,,,,,
UPLOAD COMMENT TEXT,UPLD_CMMNT_TXT,,X,,,,,
ROW NUMBER,RW_NMBR,,X,,,,,
COLUMN NAME,CLMN_NM,,X,,,,,
CHECK VALUE TEXT,CHCK_VL_TXT,,X,,,,,
CHECK CATEGORY ID,CHCK_CTGRY_ID,,X,,,,,
CHECK COLUMN NAME,CHCK_CLMN_NM,,X,,,,,
CHECK SQL TEXT,CHCK_SQL_TXT,,X,,,,,
CHECK SQL CLASSIFICATION TEXT,CHCK_SQL_CLSSFCTN_TXT,,X,,,,,
SCREEN BATCH CHECK CODE,SCRN_BTCH_CHCK_CD,,X,,,,,
CHECK CATEGORY NAME,CHCK_CTGRY_NM,,X,,,,,
LINE HEAD NUMBER,LN_HD_NMBR,,X,,,,,
COLUMN WIDTH,CLMN_WDTH,,X,,,,,
ORDER COLUMN NO,ORDR_CLMN_NO,,X,,,,,
TO UPPER FLAG,TO_UPPR_FLG,,X,,,,,
MSG NO,MSG_NO,,X,,,,,
QIS LANG CODE,QS_LNG_CD,,X,,,,,
MSG CAUSE TEXT,MSG_CS_TXT,,X,,,,,
COMMENTS TEXT,CMMNTS_TXT,,X,,,,,
MESSAGE TYPE LANG CODE,MSSG_TYP_LNG_CD,,X,,,,,
INFORMATION TEXT,INFRMTN_TXT,,X,,,,,
PROPERTY ID,PRPRTY_ID,,X,,,,,
PROPERTY DATA TEXT,PRPRTY_DT_TXT,,X,,,,,
PROPERTY COMMENT TEXT,PRPRTY_CMMNT_TXT,,X,,,,,
ITEM ID,ITM_ID,,X,,,,,
LABEL TEXT,LBL_TXT,,X,,,,,
SEQ NO,SQ_NO,,X,,,,,
SYSTEM ID,SYSTM_ID,,X,,,,,
DOWNLOAD FILE NAME,DWNLD_FL_NM,,X,,,,,
TABLE SPACE NAME,TBL_SPC_NM,,X,,,,,
FILE NAME,FL_NM,,X,,,,,
FILE DATE,FL_DT,,X,,,,,
UPLOAD COUNT,UPLD_CNT,,X,,,,,
UPLOAD REGIST COUNT,UPLD_RGST_CNT,,X,,,,,
UPLOAD ERROR COUNT,UPLD_ERRR_CNT,,X,,,,,
UPLOAD ERROR LOG TEXT,UPLD_ERRR_LG_TXT,,X,,,,,
TARGET COUNT,TRGT_CNT,,X,,,,,
TARGET UPDATE COUNT,TRGT_UPDT_CNT,,X,,,,,
TARGET ERROR COUNT,TRGT_ERRR_CNT,,X,,,,,
TARGET ERROR LOG TEXT,TRGT_ERRR_LG_TXT,,X,,,,,
KEY ITEM LIST TEXT,KY_ITM_LST_TXT,,X,,,,,
UPD ITEM LIST TEXT,UPD_ITM_LST_TXT,,X,,,,,
ITEM NO,ITM_NO,,X,,,,,
COLUMN JAPANESE NAME,CLMN_JPNS_NM,,X,,,,,
FIGURES NUMBER,FGRS_NMBR,,X,,,,,
HELP01 FLAG,HLP01_FLG,,X,,,,,
HELP02 FLAG,HLP02_FLG,,X,,,,,
HELP03 FLAG,HLP03_FLG,,X,,,,,
HELP04 FLAG,HLP04_FLG,,X,,,,,
HELP05 FLAG,HLP05_FLG,,X,,,,,
HELP06 FLAG,HLP06_FLG,,X,,,,,
HELP07 FLAG,HLP07_FLG,,X,,,,,
HELP08 FLAG,HLP08_FLG,,X,,,,,
HELP09 FLAG,HLP09_FLG,,X,,,,,
HELP10 FLAG,HLP10_FLG,,X,,,,,
HELP11 FLAG,HLP11_FLG,,X,,,,,
HELP12 FLAG,HLP12_FLG,,X,,,,,
HELP13 FLAG,HLP13_FLG,,X,,,,,
HELP14 FLAG,HLP14_FLG,,X,,,,,
HELP15 FLAG,HLP15_FLG,,X,,,,,
HELP16 FLAG,HLP16_FLG,,X,,,,,
COLUMN NAME SQL TEXT,CLMN_NM_SQL_TXT,,X,,,,,
ALIAS FLAG,ALS_FLG,,X,,,,,
DATA TYPE CODE,DT_TYP_CD,,X,,,,,
UPLOAD ITEM NO,UPLD_ITM_NO,,X,,,,,
UPLOAD DATA TYPE CODE,UPLD_DT_TYP_CD,,X,,,,,
UPLOAD COLUMN SQL TEXT,UPLD_CLMN_SQL_TXT,,X,,,,,
ALIAS CODE,ALS_CD,,X,,,,,
PRODUCT MASTER,M_PRDCT,,X,,,,,
VIN SPEC MASTER,M_VN_SPC,,X,,,,,
VIN SPEC DETAIL MASTER,M_VN_SPC_DTL,,X,,,,,
CATALOG MODEL CODE,CTLG_MDL_CD,,X,,,,,
SECTION CODE,SCTN_CD,,X,,,,,
SECTION DIFFERENCE CODE,SCTN_DFFRNC_CD,,X,,,,,
DOMESTIC EXPORT CLASS,DMSTC_EXPRT_CLSS,,X,,,,,
CATALOG DESTINATION CODE,CTLG_DSTNTN_CD,,X,,,,,
PARTS CODE,PRTS_CD,,X,,,,,
AH CLASS,AH_CLSS,,X,,,,,
PARTS NO,PRTS_NO,,X,,,,,
ADOPTED DATE,ADPTD_DT,,X,,,,,
ABOLISHED DATE,ABLSHD_DT,,X,,,,,
SALES CONDITION CLASS,SLS_CNDTN_CLSS,,X,,,,,
PARTS QUANTITY,PRTS_QNTTY,,X,,,,,
NC CLASS,NC_CLSS,,X,,,,,
PATTERN NO,PTTRN_NO,,X,,,,,
SPEC 1 CODE,SPC_1_CD,,X,,,,,
SPEC 2 CODE,SPC_2_CD,,X,,,,,
SPEC 3 CODE,SPC_3_CD,,X,,,,,
SPEC 4 CODE,SPC_4_CD,,X,,,,,
FAST DESIGN NOTICE NO,FST_DSGN_NTC_NO,,X,,,,,
BLOCK VARIANT CODE,BLCK_VRNT_CD,,X,,,,,
APPLIED BIT MAP TEXT,APPLD_BT_MP_TXT,,X,,,,,
PARENT PARTS NO,PRNT_PRTS_NO,,X,,,,,
DESIGN PARTS NAME,DSGN_PRTS_NM,,X,,,,,
ORIGINALPARTS NO,ORGNLPRTS_NO,,X,,,,,
